"subject","condition","cond_order","stage_order","withinStage_order","stage","frequency","duration","rating","adjustedDur","adjustedNum"
"3","PF008D0450",4,1,4,"P","8","450",-5,"No","Yes"
"3","PF008D1350",5,1,5,"P","8","1350",-5,"Yes","Yes"
"3","PF072D0450",6,1,6,"P","72","450",8,"No","Yes"
"3","PF072D0150",7,1,7,"P","72","150",9,"Yes","Yes"
"3","PF000D0450",8,1,8,"P","0","0",-5,"No","No"
"3","NF072D0150",9,2,1,"N","72","150",3,"Yes","Yes"
"3","NF008D0450",10,2,2,"N","8","450",2,"No","Yes"
"3","NF024D1350",11,2,3,"N","24","1350",2,"Yes","No"
"3","NF072D0450",12,2,4,"N","72","450",-3,"No","Yes"
"3","NF024D0150",13,2,5,"N","24","150",6,"Yes","No"
"3","NF008D1350",14,2,6,"N","8","1350",-4,"Yes","Yes"
"3","NF024D0450",15,2,7,"N","24","450",-8,"No","No"
"3","NF000D0450",16,2,8,"N","0","0",-2,"No","No"
"3","ZF000D0450",17,3,1,"Z","0","0",-6,"No","No"
"3","ZF024D0450",18,3,2,"Z","24","450",6,"No","No"
"3","ZF024D0150",19,3,3,"Z","24","150",7,"Yes","No"
"3","ZF072D0150",20,3,4,"Z","72","150",7,"Yes","Yes"
"3","ZF024D1350",21,3,5,"Z","24","1350",8,"Yes","No"
"3","ZF008D0450",22,3,6,"Z","8","450",2,"No","Yes"
"3","ZF072D0450",23,3,7,"Z","72","450",9,"No","Yes"
"3","ZF008D1350",24,3,8,"Z","8","1350",9,"Yes","Yes"
"4","PF072D0150",1,1,1,"P","72","150",8,"Yes","Yes"
"4","PF024D0450",2,1,2,"P","24","450",8,"No","No"
"4","PF000D0450",3,1,3,"P","0","0",4,"No","No"
"4","PF024D0150",4,1,4,"P","24","150",6,"Yes","No"
"4","PF008D1350",5,1,5,"P","8","1350",2,"Yes","Yes"
"4","PF024D1350",6,1,6,"P","24","1350",0,"Yes","No"
"4","PF072D0450",7,1,7,"P","72","450",5,"No","Yes"
"4","PF008D0450",8,1,8,"P","8","450",5,"No","Yes"
"4","ZF024D0150",9,2,1,"Z","24","150",0,"Yes","No"
"4","ZF024D0450",10,2,2,"Z","24","450",0,"No","No"
"4","ZF008D0450",11,2,3,"Z","8","450",-2,"No","Yes"
"4","ZF072D0450",12,2,4,"Z","72","450",2,"No","Yes"
"4","ZF072D0150",13,2,5,"Z","72","150",3,"Yes","Yes"
"4","ZF008D1350",14,2,6,"Z","8","1350",-4,"Yes","Yes"
"4","ZF000D0450",15,2,7,"Z","0","0",-4,"No","No"
"4","ZF024D1350",16,2,8,"Z","24","1350",2,"Yes","No"
"4","NF072D0150",17,3,1,"N","72","150",3,"Yes","Yes"
"4","NF000D0450",18,3,2,"N","0","0",-8,"No","No"
"4","NF024D0150",19,3,3,"N","24","150",-7,"Yes","No"
"4","NF008D0450",20,3,4,"N","8","450",-3,"No","Yes"
"4","NF008D1350",21,3,5,"N","8","1350",-7,"Yes","Yes"
"4","NF024D1350",22,3,6,"N","24","1350",-4,"Yes","No"
"4","NF024D0450",23,3,7,"N","24","450",-2,"No","No"
"4","NF072D0450",24,3,8,"N","72","450",2,"No","Yes"
"5","ZF008D0450",1,1,1,"Z","8","450",-6,"No","Yes"
"5","ZF072D0150",2,1,2,"Z","72","150",3,"Yes","Yes"
"5","ZF008D1350",3,1,3,"Z","8","1350",-2,"Yes","Yes"
"5","ZF024D0450",4,1,4,"Z","24","450",0,"No","No"
"5","ZF000D0450",5,1,5,"Z","0","0",1,"No","No"
"5","ZF024D0150",6,1,6,"Z","24","150",-3,"Yes","No"
"5","ZF024D1350",7,1,7,"Z","24","1350",4,"Yes","No"
"5","ZF072D0450",8,1,8,"Z","72","450",6,"No","Yes"
"5","PF000D0450",9,2,1,"P","0","0",8,"No","No"
"5","PF024D0150",10,2,2,"P","24","150",3,"Yes","No"
"5","PF008D0450",11,2,3,"P","8","450",6,"No","Yes"
"5","PF072D0450",12,2,4,"P","72","450",8,"No","Yes"
"5","PF024D1350",13,2,5,"P","24","1350",8,"Yes","No"
"5","PF072D0150",14,2,6,"P","72","150",8,"Yes","Yes"
"5","PF008D1350",15,2,7,"P","8","1350",7,"Yes","Yes"
"5","PF024D0450",16,2,8,"P","24","450",5,"No","No"
"5","NF024D1350",17,3,1,"N","24","1350",-7,"Yes","No"
"5","NF072D0450",18,3,2,"N","72","450",6,"No","Yes"
"5","NF024D0150",19,3,3,"N","24","150",-5,"Yes","No"
"5","NF072D0150",20,3,4,"N","72","150",-2,"Yes","Yes"
"5","NF008D1350",21,3,5,"N","8","1350",-6,"Yes","Yes"
"5","NF024D0450",22,3,6,"N","24","450",-6,"No","No"
"5","NF000D0450",23,3,7,"N","0","0",-6,"No","No"
"5","NF008D0450",24,3,8,"N","8","450",-7,"No","Yes"
"6","PF008D1350",1,1,1,"P","8","1350",6,"Yes","Yes"
"6","PF072D0450",2,1,2,"P","72","450",9,"No","Yes"
"6","PF024D1350",3,1,3,"P","24","1350",2,"Yes","No"
"6","PF024D0150",4,1,4,"P","24","150",0,"Yes","No"
"6","PF072D0150",5,1,5,"P","72","150",4,"Yes","Yes"
"6","PF024D0450",6,1,6,"P","24","450",1,"No","No"
"6","PF000D0450",7,1,7,"P","0","0",1,"No","No"
"6","PF008D0450",8,1,8,"P","8","450",5,"No","Yes"
"6","NF024D0150",9,2,1,"N","24","150",-8,"Yes","No"
"6","NF024D1350",10,2,2,"N","24","1350",-3,"Yes","No"
"6","NF000D0450",11,2,3,"N","0","0",-9,"No","No"
"6","NF008D1350",12,2,4,"N","8","1350",-9,"Yes","Yes"
"6","NF008D0450",13,2,5,"N","8","450",-8,"No","Yes"
"6","NF072D0150",14,2,6,"N","72","150",0,"Yes","Yes"
"6","NF024D0450",15,2,7,"N","24","450",-6,"No","No"
"6","NF072D0450",16,2,8,"N","72","450",4,"No","Yes"
"6","ZF008D0450",17,3,1,"Z","8","450",-2,"No","Yes"
"6","ZF008D1350",18,3,2,"Z","8","1350",0,"Yes","Yes"
"6","ZF024D0150",19,3,3,"Z","24","150",-4,"Yes","No"
"6","ZF072D0150",20,3,4,"Z","72","150",3,"Yes","Yes"
"6","ZF024D1350",21,3,5,"Z","24","1350",4,"Yes","No"
"6","ZF072D0450",22,3,6,"Z","72","450",7,"No","Yes"
"6","ZF000D0450",23,3,7,"Z","0","0",-2,"No","No"
"6","ZF024D0450",24,3,8,"Z","24","450",1,"No","No"
"7","PF024D0150",1,1,1,"P","24","150",0,"Yes","No"
"7","PF024D0450",2,1,2,"P","24","450",2,"No","No"
"7","PF008D1350",3,1,3,"P","8","1350",-1,"Yes","Yes"
"7","PF024D1350",4,1,4,"P","24","1350",2,"Yes","No"
"7","PF072D0450",5,1,5,"P","72","450",0,"No","Yes"
"7","PF000D0450",6,1,6,"P","0","0",0,"No","No"
"7","PF008D0450",7,1,7,"P","8","450",0,"No","Yes"
"7","PF072D0150",8,1,8,"P","72","150",0,"Yes","Yes"
"7","ZF024D0450",9,2,1,"Z","24","450",-1,"No","No"
"7","ZF024D1350",10,2,2,"Z","24","1350",0,"Yes","No"
"7","ZF000D0450",11,2,3,"Z","0","0",0,"No","No"
"7","ZF008D0450",12,2,4,"Z","8","450",0,"No","Yes"
"7","ZF008D1350",13,2,5,"Z","8","1350",-1,"Yes","Yes"
"7","ZF072D0150",14,2,6,"Z","72","150",0,"Yes","Yes"
"7","ZF024D0150",15,2,7,"Z","24","150",-1,"Yes","No"
"7","ZF072D0450",16,2,8,"Z","72","450",0,"No","Yes"
"7","NF072D0150",17,3,1,"N","72","150",0,"Yes","Yes"
"7","NF024D0450",18,3,2,"N","24","450",5,"No","No"
"7","NF024D0150",19,3,3,"N","24","150",0,"Yes","No"
"7","NF000D0450",20,3,4,"N","0","0",7,"No","No"
"7","NF072D0450",21,3,5,"N","72","450",0,"No","Yes"
"7","NF008D1350",22,3,6,"N","8","1350",0,"Yes","Yes"
"7","NF024D1350",23,3,7,"N","24","1350",0,"Yes","No"
"7","NF008D0450",24,3,8,"N","8","450",0,"No","Yes"
"8","ZF024D0150",1,1,1,"Z","24","150",-1,"Yes","No"
"8","ZF000D0450",2,1,2,"Z","0","0",5,"No","No"
"8","ZF072D0450",3,1,3,"Z","72","450",-1,"No","Yes"
"8","ZF008D0450",4,1,4,"Z","8","450",1,"No","Yes"
"8","ZF008D1350",5,1,5,"Z","8","1350",5,"Yes","Yes"
"8","ZF072D0150",6,1,6,"Z","72","150",-2,"Yes","Yes"
"8","ZF024D0450",7,1,7,"Z","24","450",3,"No","No"
"8","ZF024D1350",8,1,8,"Z","24","1350",5,"Yes","No"
"8","NF072D0450",9,2,1,"N","72","450",-10,"No","Yes"
"8","NF000D0450",10,2,2,"N","0","0",-9,"No","No"
"8","NF008D1350",11,2,3,"N","8","1350",-9,"Yes","Yes"
"8","NF024D0450",12,2,4,"N","24","450",-9,"No","No"
"8","NF072D0150",13,2,5,"N","72","150",-9,"Yes","Yes"
"8","NF008D0450",14,2,6,"N","8","450",-9,"No","Yes"
"8","NF024D1350",15,2,7,"N","24","1350",-10,"Yes","No"
"8","NF024D0150",16,2,8,"N","24","150",-9,"Yes","No"
"8","PF024D0450",17,3,1,"P","24","450",8,"No","No"
"8","PF024D0150",18,3,2,"P","24","150",8,"Yes","No"
"8","PF072D0450",19,3,3,"P","72","450",7,"No","Yes"
"8","PF008D1350",20,3,4,"P","8","1350",7,"Yes","Yes"
"8","PF000D0450",21,3,5,"P","0","0",8,"No","No"
"8","PF024D1350",22,3,6,"P","24","1350",6,"Yes","No"
"8","PF008D0450",23,3,7,"P","8","450",7,"No","Yes"
"8","PF072D0150",24,3,8,"P","72","150",8,"Yes","Yes"
"9","NF024D0150",1,1,1,"N","24","150",-4,"Yes","No"
"9","NF008D1350",2,1,2,"N","8","1350",-6,"Yes","Yes"
"9","NF072D0150",3,1,3,"N","72","150",-7,"Yes","Yes"
"9","NF008D0450",4,1,4,"N","8","450",-2,"No","Yes"
"9","NF024D0450",5,1,5,"N","24","450",2,"No","No"
"9","NF000D0450",6,1,6,"N","0","0",-3,"No","No"
"9","NF072D0450",7,1,7,"N","72","450",3,"No","Yes"
"9","NF024D1350",8,1,8,"N","24","1350",4,"Yes","No"
"9","PF072D0150",9,2,1,"P","72","150",5,"Yes","Yes"
"9","PF024D0450",10,2,2,"P","24","450",5,"No","No"
"9","PF024D0150",11,2,3,"P","24","150",3,"Yes","No"
"9","PF000D0450",12,2,4,"P","0","0",2,"No","No"
"9","PF072D0450",13,2,5,"P","72","450",6,"No","Yes"
"9","PF024D1350",14,2,6,"P","24","1350",6,"Yes","No"
"9","PF008D1350",15,2,7,"P","8","1350",1,"Yes","Yes"
"9","PF008D0450",16,2,8,"P","8","450",1,"No","Yes"
"9","ZF072D0150",17,3,1,"Z","72","150",5,"Yes","Yes"
"9","ZF008D1350",18,3,2,"Z","8","1350",0,"Yes","Yes"
"9","ZF024D0150",19,3,3,"Z","24","150",3,"Yes","No"
"9","ZF024D0450",20,3,4,"Z","24","450",1,"No","No"
"9","ZF000D0450",21,3,5,"Z","0","0",6,"No","No"
"9","ZF008D0450",22,3,6,"Z","8","450",-2,"No","Yes"
"9","ZF024D1350",23,3,7,"Z","24","1350",7,"Yes","No"
"9","ZF072D0450",24,3,8,"Z","72","450",3,"No","Yes"
"10","ZF072D0150",1,1,1,"Z","72","150",6,"Yes","Yes"
"10","ZF024D0450",2,1,2,"Z","24","450",-4,"No","No"
"10","ZF024D0150",3,1,3,"Z","24","150",6,"Yes","No"
"10","ZF024D1350",4,1,4,"Z","24","1350",2,"Yes","No"
"10","ZF000D0450",5,1,5,"Z","0","0",7,"No","No"
"10","ZF072D0450",6,1,6,"Z","72","450",1,"No","Yes"
"10","ZF008D0450",7,1,7,"Z","8","450",6,"No","Yes"
"10","ZF008D1350",8,1,8,"Z","8","1350",4,"Yes","Yes"
"10","PF072D0450",9,2,1,"P","72","450",7,"No","Yes"
"10","PF008D0450",10,2,2,"P","8","450",9,"No","Yes"
"10","PF000D0450",11,2,3,"P","0","0",8,"No","No"
"10","PF008D1350",12,2,4,"P","8","1350",9,"Yes","Yes"
"10","PF024D0450",13,2,5,"P","24","450",8,"No","No"
"10","PF072D0150",14,2,6,"P","72","150",5,"Yes","Yes"
"10","PF024D1350",15,2,7,"P","24","1350",5,"Yes","No"
"10","PF024D0150",16,2,8,"P","24","150",8,"Yes","No"
"10","NF072D0450",17,3,1,"N","72","450",-8,"No","Yes"
"10","NF000D0450",18,3,2,"N","0","0",-8,"No","No"
"10","NF008D0450",19,3,3,"N","8","450",-9,"No","Yes"
"10","NF024D1350",20,3,4,"N","24","1350",-8,"Yes","No"
"10","NF008D1350",21,3,5,"N","8","1350",-7,"Yes","Yes"
"10","NF072D0150",22,3,6,"N","72","150",-9,"Yes","Yes"
"10","NF024D0450",23,3,7,"N","24","450",-9,"No","No"
"10","NF024D0150",24,3,8,"N","24","150",-9,"Yes","No"
"11","ZF024D0150",1,1,1,"Z","24","150",4,"Yes","No"
"11","ZF072D0450",2,1,2,"Z","72","450",7,"No","Yes"
"11","ZF000D0450",3,1,3,"Z","0","0",-6,"No","No"
"11","ZF008D1350",4,1,4,"Z","8","1350",-3,"Yes","Yes"
"11","ZF072D0150",5,1,5,"Z","72","150",8,"Yes","Yes"
"11","ZF024D1350",6,1,6,"Z","24","1350",-4,"Yes","No"
"11","ZF024D0450",7,1,7,"Z","24","450",0,"No","No"
"11","ZF008D0450",8,1,8,"Z","8","450",5,"No","Yes"
"11","PF072D0150",9,2,1,"P","72","150",9,"Yes","Yes"
"11","PF008D0450",10,2,2,"P","8","450",8,"No","Yes"
"11","PF072D0450",11,2,3,"P","72","450",8,"No","Yes"
"11","PF008D1350",12,2,4,"P","8","1350",7,"Yes","Yes"
"11","PF024D1350",13,2,5,"P","24","1350",5,"Yes","No"
"11","PF024D0150",14,2,6,"P","24","150",6,"Yes","No"
"11","PF000D0450",15,2,7,"P","0","0",2,"No","No"
"11","PF024D0450",16,2,8,"P","24","450",5,"No","No"
"11","NF072D0450",17,3,1,"N","72","450",-6,"No","Yes"
"11","NF072D0150",18,3,2,"N","72","150",0,"Yes","Yes"
"11","NF024D0150",19,3,3,"N","24","150",-8,"Yes","No"
"11","NF024D1350",20,3,4,"N","24","1350",-3,"Yes","No"
"11","NF008D0450",21,3,5,"N","8","450",0,"No","Yes"
"11","NF024D0450",22,3,6,"N","24","450",-5,"No","No"
"11","NF000D0450",23,3,7,"N","0","0",-9,"No","No"
"11","NF008D1350",24,3,8,"N","8","1350",-7,"Yes","Yes"
"12","NF024D1350",1,1,1,"N","24","1350",-9,"Yes","No"
"12","NF072D0150",2,1,2,"N","72","150",-3,"Yes","Yes"
"12","NF008D1350",3,1,3,"N","8","1350",-2,"Yes","Yes"
"12","NF024D0150",4,1,4,"N","24","150",0,"Yes","No"
"12","NF008D0450",5,1,5,"N","8","450",0,"No","Yes"
"12","NF024D0450",6,1,6,"N","24","450",-10,"No","No"
"12","NF000D0450",7,1,7,"N","0","0",0,"No","No"
"12","NF072D0450",8,1,8,"N","72","450",-10,"No","Yes"
"12","PF024D1350",9,2,1,"P","24","1350",7,"Yes","No"
"12","PF024D0450",10,2,2,"P","24","450",0,"No","No"
"12","PF000D0450",11,2,3,"P","0","0",0,"No","No"
"12","PF024D0150",12,2,4,"P","24","150",1,"Yes","No"
"12","PF008D0450",13,2,5,"P","8","450",1,"No","Yes"
"12","PF008D1350",14,2,6,"P","8","1350",9,"Yes","Yes"
"12","PF072D0150",15,2,7,"P","72","150",9,"Yes","Yes"
"12","PF072D0450",16,2,8,"P","72","450",8,"No","Yes"
"12","ZF024D0450",17,3,1,"Z","24","450",0,"No","No"
"12","ZF008D1350",18,3,2,"Z","8","1350",1,"Yes","Yes"
"12","ZF072D0450",19,3,3,"Z","72","450",5,"No","Yes"
"12","ZF024D1350",20,3,4,"Z","24","1350",1,"Yes","No"
"12","ZF024D0150",21,3,5,"Z","24","150",2,"Yes","No"
"12","ZF072D0150",22,3,6,"Z","72","150",-2,"Yes","Yes"
"12","ZF000D0450",23,3,7,"Z","0","0",2,"No","No"
"12","ZF008D0450",24,3,8,"Z","8","450",0,"No","Yes"
"13","NF024D0450",1,1,1,"N","24","450",3,"No","No"
"13","NF008D1350",2,1,2,"N","8","1350",2,"Yes","Yes"
"13","NF000D0450",3,1,3,"N","0","0",1,"No","No"
"13","NF008D0450",4,1,4,"N","8","450",1,"No","Yes"
"13","NF024D1350",5,1,5,"N","24","1350",3,"Yes","No"
"13","NF024D0150",6,1,6,"N","24","150",4,"Yes","No"
"13","NF072D0450",7,1,7,"N","72","450",6,"No","Yes"
"13","NF072D0150",8,1,8,"N","72","150",4,"Yes","Yes"
"13","PF008D1350",9,2,1,"P","8","1350",8,"Yes","Yes"
"13","PF072D0450",10,2,2,"P","72","450",9,"No","Yes"
"13","PF024D0150",11,2,3,"P","24","150",6,"Yes","No"
"13","PF008D0450",12,2,4,"P","8","450",7,"No","Yes"
"13","PF072D0150",13,2,5,"P","72","150",6,"Yes","Yes"
"13","PF000D0450",14,2,6,"P","0","0",7,"No","No"
"13","PF024D1350",15,2,7,"P","24","1350",7,"Yes","No"
"13","PF024D0450",16,2,8,"P","24","450",3,"No","No"
"13","ZF024D0150",17,3,1,"Z","24","150",5,"Yes","No"
"13","ZF072D0450",18,3,2,"Z","72","450",6,"No","Yes"
"13","ZF024D1350",19,3,3,"Z","24","1350",5,"Yes","No"
"13","ZF000D0450",20,3,4,"Z","0","0",3,"No","No"
"13","ZF008D1350",21,3,5,"Z","8","1350",4,"Yes","Yes"
"13","ZF024D0450",22,3,6,"Z","24","450",5,"No","No"
"13","ZF072D0150",23,3,7,"Z","72","150",8,"Yes","Yes"
"13","ZF008D0450",24,3,8,"Z","8","450",5,"No","Yes"
"14","ZF008D0450",1,1,1,"Z","8","450",7,"No","Yes"
"14","ZF072D0450",2,1,2,"Z","72","450",-5,"No","Yes"
"14","ZF072D0150",3,1,3,"Z","72","150",-7,"Yes","Yes"
"14","ZF024D1350",4,1,4,"Z","24","1350",4,"Yes","No"
"14","ZF000D0450",5,1,5,"Z","0","0",7,"No","No"
"14","ZF024D0150",6,1,6,"Z","24","150",3,"Yes","No"
"14","ZF024D0450",7,1,7,"Z","24","450",1,"No","No"
"14","ZF008D1350",8,1,8,"Z","8","1350",3,"Yes","Yes"
"14","NF008D1350",9,2,1,"N","8","1350",-6,"Yes","Yes"
"14","NF024D1350",10,2,2,"N","24","1350",-8,"Yes","No"
"14","NF024D0150",11,2,3,"N","24","150",-5,"Yes","No"
"14","NF008D0450",12,2,4,"N","8","450",-2,"No","Yes"
"14","NF000D0450",13,2,5,"N","0","0",-5,"No","No"
"14","NF024D0450",14,2,6,"N","24","450",-1,"No","No"
"14","NF072D0450",15,2,7,"N","72","450",-1,"No","Yes"
"14","NF072D0150",16,2,8,"N","72","150",1,"Yes","Yes"
"14","PF072D0450",17,3,1,"P","72","450",6,"No","Yes"
"14","PF024D1350",18,3,2,"P","24","1350",3,"Yes","No"
"14","PF000D0450",19,3,3,"P","0","0",2,"No","No"
"14","PF008D0450",20,3,4,"P","8","450",4,"No","Yes"
"14","PF024D0450",21,3,5,"P","24","450",1,"No","No"
"14","PF024D0150",22,3,6,"P","24","150",3,"Yes","No"
"14","PF008D1350",23,3,7,"P","8","1350",4,"Yes","Yes"
"14","PF072D0150",24,3,8,"P","72","150",6,"Yes","Yes"
"15","NF024D0450",1,1,1,"N","24","450",-7,"No","No"
"15","NF072D0450",2,1,2,"N","72","450",6,"No","Yes"
"15","NF000D0450",3,1,3,"N","0","0",-10,"No","No"
"15","NF024D0150",4,1,4,"N","24","150",-5,"Yes","No"
"15","NF072D0150",5,1,5,"N","72","150",8,"Yes","Yes"
"15","NF024D1350",6,1,6,"N","24","1350",-6,"Yes","No"
"15","NF008D0450",7,1,7,"N","8","450",-8,"No","Yes"
"15","NF008D1350",8,1,8,"N","8","1350",-8,"Yes","Yes"
"15","PF008D0450",9,2,1,"P","8","450",7,"No","Yes"
"15","PF072D0450",10,2,2,"P","72","450",8,"No","Yes"
"15","PF024D1350",11,2,3,"P","24","1350",7,"Yes","No"
"15","PF008D1350",12,2,4,"P","8","1350",6,"Yes","Yes"
"15","PF024D0450",13,2,5,"P","24","450",7,"No","No"
"15","PF072D0150",14,2,6,"P","72","150",6,"Yes","Yes"
"15","PF000D0450",15,2,7,"P","0","0",3,"No","No"
"15","PF024D0150",16,2,8,"P","24","150",6,"Yes","No"
"15","ZF072D0150",17,3,1,"Z","72","150",5,"Yes","Yes"
"15","ZF072D0450",18,3,2,"Z","72","450",4,"No","Yes"
"15","ZF024D0150",19,3,3,"Z","24","150",3,"Yes","No"
"15","ZF000D0450",20,3,4,"Z","0","0",-4,"No","No"
"15","ZF024D1350",21,3,5,"Z","24","1350",-3,"Yes","No"
"15","ZF024D0450",22,3,6,"Z","24","450",0,"No","No"
"15","ZF008D1350",23,3,7,"Z","8","1350",4,"Yes","Yes"
"15","ZF008D0450",24,3,8,"Z","8","450",NA,"No","Yes"
"16","ZF008D0450",1,1,1,"Z","8","450",-2,"No","Yes"
"16","ZF024D0150",2,1,2,"Z","24","150",5,"Yes","No"
"16","ZF000D0450",3,1,3,"Z","0","0",-6,"No","No"
"16","ZF024D1350",4,1,4,"Z","24","1350",0,"Yes","No"
"16","ZF072D0450",5,1,5,"Z","72","450",8,"No","Yes"
"16","ZF008D1350",6,1,6,"Z","8","1350",-4,"Yes","Yes"
"16","ZF024D0450",7,1,7,"Z","24","450",2,"No","No"
"16","ZF072D0150",8,1,8,"Z","72","150",5,"Yes","Yes"
"16","PF000D0450",9,2,1,"P","0","0",4,"No","No"
"16","PF008D1350",10,2,2,"P","8","1350",4,"Yes","Yes"
"16","PF072D0450",11,2,3,"P","72","450",9,"No","Yes"
"16","PF024D0150",12,2,4,"P","24","150",5,"Yes","No"
"16","PF072D0150",13,2,5,"P","72","150",7,"Yes","Yes"
"16","PF008D0450",14,2,6,"P","8","450",6,"No","Yes"
"16","PF024D0450",15,2,7,"P","24","450",3,"No","No"
"16","PF024D1350",16,2,8,"P","24","1350",5,"Yes","No"
"16","NF024D1350",17,3,1,"N","24","1350",-2,"Yes","No"
"16","NF024D0450",18,3,2,"N","24","450",-5,"No","No"
"16","NF024D0150",19,3,3,"N","24","150",-7,"Yes","No"
"16","NF008D0450",20,3,4,"N","8","450",-9,"No","Yes"
"16","NF072D0150",21,3,5,"N","72","150",-5,"Yes","Yes"
"16","NF000D0450",22,3,6,"N","0","0",-7,"No","No"
"16","NF072D0450",23,3,7,"N","72","450",-1,"No","Yes"
"16","NF008D1350",24,3,8,"N","8","1350",-9,"Yes","Yes"
"17","PF072D0150",1,1,1,"P","72","150",7,"Yes","Yes"
"17","PF000D0450",2,1,2,"P","0","0",6,"No","No"
"17","PF008D1350",3,1,3,"P","8","1350",3,"Yes","Yes"
"17","PF072D0450",4,1,4,"P","72","450",9,"No","Yes"
"17","PF024D0150",5,1,5,"P","24","150",8,"Yes","No"
"17","PF024D1350",6,1,6,"P","24","1350",9,"Yes","No"
"17","PF024D0450",7,1,7,"P","24","450",4,"No","No"
"17","PF008D0450",8,1,8,"P","8","450",3,"No","Yes"
"17","ZF008D1350",9,2,1,"Z","8","1350",-5,"Yes","Yes"
"17","ZF024D1350",10,2,2,"Z","24","1350",0,"Yes","No"
"17","ZF072D0450",11,2,3,"Z","72","450",7,"No","Yes"
"17","ZF072D0150",12,2,4,"Z","72","150",5,"Yes","Yes"
"17","ZF000D0450",13,2,5,"Z","0","0",-8,"No","No"
"17","ZF008D0450",14,2,6,"Z","8","450",-1,"No","Yes"
"17","ZF024D0150",15,2,7,"Z","24","150",0,"Yes","No"
"17","ZF024D0450",16,2,8,"Z","24","450",2,"No","No"
"17","NF072D0450",17,3,1,"N","72","450",7,"No","Yes"
"17","NF024D0150",18,3,2,"N","24","150",-5,"Yes","No"
"17","NF024D1350",19,3,3,"N","24","1350",-8,"Yes","No"
"17","NF008D1350",20,3,4,"N","8","1350",-9,"Yes","Yes"
"17","NF072D0150",21,3,5,"N","72","150",0,"Yes","Yes"
"17","NF024D0450",22,3,6,"N","24","450",-6,"No","No"
"17","NF000D0450",23,3,7,"N","0","0",-9,"No","No"
"17","NF008D0450",24,3,8,"N","8","450",-9,"No","Yes"
"18","NF072D0450",1,1,1,"N","72","450",1,"No","Yes"
"18","NF072D0150",2,1,2,"N","72","150",2,"Yes","Yes"
"18","NF024D0150",3,1,3,"N","24","150",-4,"Yes","No"
"18","NF008D0450",4,1,4,"N","8","450",0,"No","Yes"
"18","NF024D1350",5,1,5,"N","24","1350",-3,"Yes","No"
"18","NF024D0450",6,1,6,"N","24","450",-8,"No","No"
"18","NF008D1350",7,1,7,"N","8","1350",-6,"Yes","Yes"
"18","NF000D0450",8,1,8,"N","0","0",-8,"No","No"
"18","PF024D0150",9,2,1,"P","24","150",5,"Yes","No"
"18","PF008D0450",10,2,2,"P","8","450",8,"No","Yes"
"18","PF072D0150",11,2,3,"P","72","150",4,"Yes","Yes"
"18","PF024D1350",12,2,4,"P","24","1350",1,"Yes","No"
"18","PF008D1350",13,2,5,"P","8","1350",3,"Yes","Yes"
"18","PF000D0450",14,2,6,"P","0","0",3,"No","No"
"18","PF072D0450",15,2,7,"P","72","450",7,"No","Yes"
"18","PF024D0450",16,2,8,"P","24","450",2,"No","No"
"18","ZF000D0450",17,3,1,"Z","0","0",0,"No","No"
"18","ZF008D1350",18,3,2,"Z","8","1350",1,"Yes","Yes"
"18","ZF024D1350",19,3,3,"Z","24","1350",0,"Yes","No"
"18","ZF008D0450",20,3,4,"Z","8","450",1,"No","Yes"
"18","ZF072D0450",21,3,5,"Z","72","450",1,"No","Yes"
"18","ZF024D0450",22,3,6,"Z","24","450",1,"No","No"
"18","ZF072D0150",23,3,7,"Z","72","150",6,"Yes","Yes"
"18","ZF024D0150",24,3,8,"Z","24","150",-1,"Yes","No"
"19","NF024D1350",1,1,1,"N","24","1350",-3,"Yes","No"
"19","NF008D0450",2,1,2,"N","8","450",-3,"No","Yes"
"19","NF000D0450",3,1,3,"N","0","0",-2,"No","No"
"19","NF072D0450",4,1,4,"N","72","450",2,"No","Yes"
"19","NF024D0450",5,1,5,"N","24","450",-2,"No","No"
"19","NF024D0150",6,1,6,"N","24","150",3,"Yes","No"
"19","NF008D1350",7,1,7,"N","8","1350",-4,"Yes","Yes"
"19","NF072D0150",8,1,8,"N","72","150",-5,"Yes","Yes"
"19","ZF024D0450",9,2,1,"Z","24","450",7,"No","No"
"19","ZF008D0450",10,2,2,"Z","8","450",7,"No","Yes"
"19","ZF008D1350",11,2,3,"Z","8","1350",7,"Yes","Yes"
"19","ZF024D0150",12,2,4,"Z","24","150",6,"Yes","No"
"19","ZF072D0150",13,2,5,"Z","72","150",7,"Yes","Yes"
"19","ZF072D0450",14,2,6,"Z","72","450",8,"No","Yes"
"19","ZF024D1350",15,2,7,"Z","24","1350",3,"Yes","No"
"19","ZF000D0450",16,2,8,"Z","0","0",3,"No","No"
"19","PF000D0450",17,3,1,"P","0","0",8,"No","No"
"19","PF024D0450",18,3,2,"P","24","450",9,"No","No"
"19","PF072D0450",19,3,3,"P","72","450",9,"No","Yes"
"19","PF008D0450",20,3,4,"P","8","450",8,"No","Yes"
"19","PF024D0150",21,3,5,"P","24","150",8,"Yes","No"
"19","PF072D0150",22,3,6,"P","72","150",9,"Yes","Yes"
"19","PF024D1350",23,3,7,"P","24","1350",7,"Yes","No"
"19","PF008D1350",24,3,8,"P","8","1350",8,"Yes","Yes"
"20","NF024D0450",1,1,1,"N","24","450",-9,"No","No"
"20","NF008D1350",2,1,2,"N","8","1350",-7,"Yes","Yes"
